key	word	type	cz	en	gr	crum	quality	pos	added	updated	created_by	updated_by	key-link	word-parsed	word-parsed-no-ref	word-title	word-parsed-prettify	dawoud-pages	crum-last-page	quality-parsed	type-parsed	gr-parsed	en-parsed	en-parsed-no-greek	crum-link	dialect-S	dialect-Sa	dialect-Sf	dialect-A	dialect-sA	dialect-B	dialect-F	dialect-Fb	dialect-O	dialect-NH	key-next	key-prev	crum-pages	derivations-table	derivations-list
3104	(S) twwbe (S,A) twbe (Sf) twwbi (Sf,B) twbi	22	brick /$gk: [[plinqos]]$/	brick /$gk: [[plinqos]]$/	plinqos	398a	6	0	2010-02-20	1900-01-01	vagrant		https://pishoyg.github.io/crum/3104.html	"(S) ⲧⲱⲱⲃⲉ
(S, A) ⲧⲱⲃⲉ
(Sf) ⲧⲱⲱⲃⲓ
(Sf, B) ⲧⲱⲃⲓ"	"(S) ⲧⲱⲱⲃⲉ
(S, A) ⲧⲱⲃⲉ
(Sf) ⲧⲱⲱⲃⲓ
(Sf, B) ⲧⲱⲃⲓ"	ⲧⲱⲱⲃⲉ, ⲧⲱⲃⲉ, ⲧⲱⲱⲃⲓ, ⲧⲱⲃⲓ	"<span class=""word S"">(<span class=""dialect S"">S</span>) <span class=""spelling S"">ⲧⲱⲱⲃⲉ</span> (ⲡ/ⲧ)</span>
<span class=""word S A"">(<span class=""dialect S"">S</span>, <span class=""dialect A"">A</span>) <span class=""spelling S A"">ⲧⲱⲃⲉ</span> (ⲡ/ⲧ)</span>
<span class=""word Sf"">(<span class=""dialect Sf"">Sf</span>) <span class=""spelling Sf"">ⲧⲱⲱⲃⲓ</span> (ⲡ/ⲧ)</span>
<span class=""word Sf B"">(<span class=""dialect Sf"">Sf</span>, <span class=""dialect B"">B</span>) <span class=""spelling Sf B"">ⲧⲱⲃⲓ</span> (ⲡ/ⲧ)</span>"			complete	noun male/female	πλινθοσ	brick [πλινθοσ]	brick	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=398a	"ⲧⲱⲱⲃⲉ (ⲡ/ⲧ)
ⲧⲱⲃⲉ (ⲡ/ⲧ)"		"ⲧⲱⲱⲃⲓ (ⲡ/ⲧ)
ⲧⲱⲃⲓ (ⲡ/ⲧ)"	ⲧⲱⲃⲉ (ⲡ/ⲧ)		ⲧⲱⲃⲓ (ⲡ/ⲧ)					3105	3103	398	"<table> <colgroup> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> </colgroup> <tr> <!--Key: 2177-->  <td colspan=""5"" class=""bordered""><span class=""word S B F"">(<span class=""dialect S"">S</span>, <span class=""dialect B"">B</span>, <span class=""dialect F"">F</span>) <span class=""spelling S B F"">ⲡⲁⲡⲉ ⲧ.</span>, <span class=""spelling S B F"">ⲫⲁⲫⲉ ⲧ.</span></span></td> <td colspan=""4"" class=""bordered"">  knead, make bricks </td> <td rowspan=""1"" class=""bordered""><b>Crum: </b><span class=""crum-page"">398a</span></td> </tr> </table>"	"<ul> <li> <span class=""word S B F"">(<span class=""dialect S"">S</span>, <span class=""dialect B"">B</span>, <span class=""dialect F"">F</span>) <span class=""spelling S B F"">ⲡⲁⲡⲉ ⲧ.</span>, <span class=""spelling S B F"">ⲫⲁⲫⲉ ⲧ.</span></span><br/>knead, make bricks </li> </ul>"
3105	(S) tabt	3	(meaning unknown)	(meaning unknown)		401b	6	0	2010-02-20	1900-01-01	vagrant		https://pishoyg.github.io/crum/3105.html	(S) ⲧⲁⲃⲧ	(S) ⲧⲁⲃⲧ	ⲧⲁⲃⲧ	"<span class=""word S"">(<span class=""dialect S"">S</span>) <span class=""spelling S"">ⲧⲁⲃⲧ</span> (noun)</span>"			complete	noun		<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=401b	ⲧⲁⲃⲧ (noun)										3106	3104	401		
3106	(S) tok,toG (Sf) tak (B) qok,qwk	1	knife, razor /$gk: [[juron, sidhros]]$/	knife, razor /$gk: [[juron, sidhros]]$/	juron, sidhros	403a	6	0	2010-02-20	1900-01-01	vagrant		https://pishoyg.github.io/crum/3106.html	"(S) ⲧⲟⲕ, ⲧⲟϭ
(Sf) ⲧⲁⲕ
(B) ⲑⲟⲕ, ⲑⲱⲕ"	"(S) ⲧⲟⲕ, ⲧⲟϭ
(Sf) ⲧⲁⲕ
(B) ⲑⲟⲕ, ⲑⲱⲕ"	ⲧⲟⲕ, ⲧⲟϭ, ⲧⲁⲕ, ⲑⲟⲕ, ⲑⲱⲕ	"<span class=""word S"">(<span class=""dialect S"">S</span>) <span class=""spelling S"">ⲧⲟⲕ</span>, <span class=""spelling S"">ⲧⲟϭ</span> (ⲡ)</span>
<span class=""word Sf"">(<span class=""dialect Sf"">Sf</span>) <span class=""spelling Sf"">ⲧⲁⲕ</span> (ⲡ)</span>
<span class=""word B"">(<span class=""dialect B"">B</span>) <span class=""spelling B"">ⲑⲟⲕ</span>, <span class=""spelling B"">ⲑⲱⲕ</span> (ⲡ)</span>"			complete	noun male	ξυρον, σιδηροσ	knife, razor [ξυρον, σιδηροσ]	knife, razor	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=403a	ⲧⲟⲕ, ⲧⲟϭ (ⲡ)		ⲧⲁⲕ (ⲡ)			ⲑⲟⲕ, ⲑⲱⲕ (ⲡ)					3107	3105	403		
3107	(S) $^twkS^$,tokS=	2	{tr:} (meaning unknown)	{tr:} (meaning unknown)		407b	6	0	2010-02-21	1900-01-01	vagrant		https://pishoyg.github.io/crum/3107.html	(S) (ⲧⲱⲕϣ), ⲧⲟⲕϣ=	(S) (ⲧⲱⲕϣ), ⲧⲟⲕϣ=	(ⲧⲱⲕϣ), ⲧⲟⲕϣ=	"<span class=""word S"">(<span class=""dialect S"">S</span>) <span class=""spelling S"">(ⲧⲱⲕϣ)</span>, <span class=""spelling S"">ⲧⲟⲕϣ=</span></span>"			complete	verb		<b>tr:</b> <i>meaning unknown</i>	<b>tr:</b> <i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=407b	(ⲧⲱⲕϣ), ⲧⲟⲕϣ=										3108	3106	407		
3108	(S) $^twkH^$,tokH+	2	(meaning unknown)	(meaning unknown)		408a	6	0	2010-02-21	1900-01-01	vagrant		https://pishoyg.github.io/crum/3108.html	(S) (ⲧⲱⲕϩ), ⲧⲟⲕϩ+	(S) (ⲧⲱⲕϩ), ⲧⲟⲕϩ+	(ⲧⲱⲕϩ), ⲧⲟⲕϩ+	"<span class=""word S"">(<span class=""dialect S"">S</span>) <span class=""spelling S"">(ⲧⲱⲕϩ)</span>, <span class=""spelling S"">ⲧⲟⲕϩ+</span></span>"			complete	verb		<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=408a	(ⲧⲱⲕϩ), ⲧⲟⲕϩ+										3109	3107	408		
3109	(F) twili	1	(meaning unknown)	(meaning unknown)		410a	6	0	2010-02-21	1900-01-01	vagrant		https://pishoyg.github.io/crum/3109.html	(F) ⲧⲱⲓⲗⲓ	(F) ⲧⲱⲓⲗⲓ	ⲧⲱⲓⲗⲓ	"<span class=""word F"">(<span class=""dialect F"">F</span>) <span class=""spelling F"">ⲧⲱⲓⲗⲓ</span> (ⲡ)</span>"			complete	noun male		<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=410a							ⲧⲱⲓⲗⲓ (ⲡ)				3110	3108	410		
3110	(S) tlw$$	3	(meaning unknown)	(meaning unknown)		410a	6	0	2010-02-21	1900-01-01	vagrant		https://pishoyg.github.io/crum/3110.html	(S) ⲧⲗⲱ<i>(?)</i>	(S) ⲧⲗⲱ<i>(?)</i>	ⲧⲗⲱ	"<span class=""word S"">(<span class=""dialect S"">S</span>) <span class=""spelling S"">ⲧⲗⲱ</span> (?)</span>"			complete	noun		<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=410a	ⲧⲗⲱ (?)										3111	3109	410		
3111	(S) tloklek	2	{tr:} (meaning uncertain)	{tr:} (meaning uncertain)		410a	6	0	2010-02-21	1900-01-01	vagrant		https://pishoyg.github.io/crum/3111.html	(S) ⲧⲗⲟⲕⲗⲉⲕ	(S) ⲧⲗⲟⲕⲗⲉⲕ	ⲧⲗⲟⲕⲗⲉⲕ	"<span class=""word S"">(<span class=""dialect S"">S</span>) <span class=""spelling S"">ⲧⲗⲟⲕⲗⲉⲕ</span></span>"			complete	verb		<b>tr:</b> <i>meaning uncertain</i>	<b>tr:</b> <i>meaning uncertain</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=410a	ⲧⲗⲟⲕⲗⲉⲕ										3112	3110	410		
3112	(F) tlol	1	(meaning unknown)	(meaning unknown)		410b	6	0	2010-02-21	1900-01-01	vagrant		https://pishoyg.github.io/crum/3112.html	(F) ⲧⲗⲟⲗ	(F) ⲧⲗⲟⲗ	ⲧⲗⲟⲗ	"<span class=""word F"">(<span class=""dialect F"">F</span>) <span class=""spelling F"">ⲧⲗⲟⲗ</span> (ⲡ)</span>"			complete	noun male		<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=410b							ⲧⲗⲟⲗ (ⲡ)				3113	3111	410		
3113	(S) tloule,tlolle	3	(meaning unknown)	(meaning unknown)		410b	6	0	2010-02-21	1900-01-01	vagrant		https://pishoyg.github.io/crum/3113.html	(S) ⲧⲗⲟⲩⲗⲉ, ⲧⲗⲟⲗⲗⲉ	(S) ⲧⲗⲟⲩⲗⲉ, ⲧⲗⲟⲗⲗⲉ	ⲧⲗⲟⲩⲗⲉ, ⲧⲗⲟⲗⲗⲉ	"<span class=""word S"">(<span class=""dialect S"">S</span>) <span class=""spelling S"">ⲧⲗⲟⲩⲗⲉ</span>, <span class=""spelling S"">ⲧⲗⲟⲗⲗⲉ</span> (noun)</span>"			complete	noun		<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=410b	ⲧⲗⲟⲩⲗⲉ, ⲧⲗⲟⲗⲗⲉ (noun)										3114	3112	410		
3114	(S) tlom	2	{intr:} (meaning unknown)	{intr:} (meaning unknown)		411a	6	0	2010-02-21	1900-01-01	vagrant		https://pishoyg.github.io/crum/3114.html	(S) ⲧⲗⲟⲙ	(S) ⲧⲗⲟⲙ	ⲧⲗⲟⲙ	"<span class=""word S"">(<span class=""dialect S"">S</span>) <span class=""spelling S"">ⲧⲗⲟⲙ</span></span>"			complete	verb		<b>intr:</b> <i>meaning unknown</i>	<b>intr:</b> <i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=411a	ⲧⲗⲟⲙ										3115	3113	411		
3115	(S) tam	4	(meaning unknown)	(meaning unknown)		412a	6	0	2010-02-21	1900-01-01	vagrant		https://pishoyg.github.io/crum/3115.html	(S) ⲧⲁⲙ	(S) ⲧⲁⲙ	ⲧⲁⲙ	"<span class=""word S"">(<span class=""dialect S"">S</span>) <span class=""spelling S"">ⲧⲁⲙ</span> (ⲧ)</span>"			complete	noun female		<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=412a	ⲧⲁⲙ (ⲧ)										3116	3114	412		
3116	(S) toome	4	(meaning unknown)	(meaning unknown)		414b	6	0	2010-02-21	1900-01-01	vagrant		https://pishoyg.github.io/crum/3116.html	(S) ⲧⲟⲟⲙⲉ	(S) ⲧⲟⲟⲙⲉ	ⲧⲟⲟⲙⲉ	"<span class=""word S"">(<span class=""dialect S"">S</span>) <span class=""spelling S"">ⲧⲟⲟⲙⲉ</span> (ⲧ)</span>"			complete	noun female		<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=414b	ⲧⲟⲟⲙⲉ (ⲧ)										3117	3115	414		
3117	tanaJit	0				422a	6	0	2010-02-22	1900-01-01	vagrant		https://pishoyg.github.io/crum/3117.html	ⲧⲁⲛⲁϫⲓⲧ	ⲧⲁⲛⲁϫⲓⲧ	ⲧⲁⲛⲁϫⲓⲧ	"<span class=""word""><span class=""spelling"">ⲧⲁⲛⲁϫⲓⲧ</span></span>"			complete	-				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=422a	ⲧⲁⲛⲁϫⲓⲧ	ⲧⲁⲛⲁϫⲓⲧ	ⲧⲁⲛⲁϫⲓⲧ	ⲧⲁⲛⲁϫⲓⲧ	ⲧⲁⲛⲁϫⲓⲧ	ⲧⲁⲛⲁϫⲓⲧ	ⲧⲁⲛⲁϫⲓⲧ	ⲧⲁⲛⲁϫⲓⲧ	ⲧⲁⲛⲁϫⲓⲧ	ⲧⲁⲛⲁϫⲓⲧ	3118	3116	422		
3118	(O) twp	3	(meaning unknown)	(meaning unknown)		422b	6	0	2010-02-22	1900-01-01	vagrant		https://pishoyg.github.io/crum/3118.html	(O) ⲧⲱⲡ	(O) ⲧⲱⲡ	ⲧⲱⲡ	"<span class=""word O"">(<span class=""dialect O"">O</span>) <span class=""spelling O"">ⲧⲱⲡ</span> (noun)</span>"			complete	noun		<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=422b									ⲧⲱⲡ (noun)		3119	3117	422		
3119	(S) tapt	2	{intr:} (meaning uncertain, ?) chew	{intr:} (meaning uncertain, ?) chew		423b	6	0	2010-02-23	1900-01-01	vagrant		https://pishoyg.github.io/crum/3119.html	(S) ⲧⲁⲡⲧ	(S) ⲧⲁⲡⲧ	ⲧⲁⲡⲧ	"<span class=""word S"">(<span class=""dialect S"">S</span>) <span class=""spelling S"">ⲧⲁⲡⲧ</span></span>"			complete	verb		<b>intr:</b> <i>meaning uncertain, ?</i> chew	<b>intr:</b> <i>meaning uncertain, ?</i> chew	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=423b	ⲧⲁⲡⲧ										3120	3118	423		
3120	(S) tapit	3	(meaning unknown)	(meaning unknown)		423b	6	0	2010-02-23	1900-01-01	vagrant		https://pishoyg.github.io/crum/3120.html	(S) ⲧⲁⲡⲓⲧ	(S) ⲧⲁⲡⲓⲧ	ⲧⲁⲡⲓⲧ	"<span class=""word S"">(<span class=""dialect S"">S</span>) <span class=""spelling S"">ⲧⲁⲡⲓⲧ</span> (noun)</span>"			complete	noun		<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=423b	ⲧⲁⲡⲓⲧ (noun)										3121	3119	423		
3121	(B) ter-	2	{tr:} (meaning unknown)	{tr:} (meaning unknown)		424a	6	0	2010-02-23	1900-01-01	vagrant		https://pishoyg.github.io/crum/3121.html	(B) ⲧⲉⲣ-	(B) ⲧⲉⲣ-	ⲧⲉⲣ-	"<span class=""word B"">(<span class=""dialect B"">B</span>) <span class=""spelling B"">ⲧⲉⲣ-</span></span>"			complete	verb		<b>tr:</b> <i>meaning unknown</i>	<b>tr:</b> <i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=424a						ⲧⲉⲣ-					3122	3120	424		
3122	(S) tarei	3	(nn /*?*/, meaning unknown)	(nn /*?*/, meaning unknown)		424b	6	0	2010-02-23	1900-01-01	vagrant		https://pishoyg.github.io/crum/3122.html	(S) ⲧⲁⲣⲉⲓ	(S) ⲧⲁⲣⲉⲓ	ⲧⲁⲣⲉⲓ	"<span class=""word S"">(<span class=""dialect S"">S</span>) <span class=""spelling S"">ⲧⲁⲣⲉⲓ</span> (noun)</span>"			complete	noun		<i>nn (?), meaning unknown</i>	<i>nn (?), meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=424b	ⲧⲁⲣⲉⲓ (noun)										3123	3121	424		
3123	(sA) *toure	3	(meaning unknown)	(meaning unknown)		424b	6	0	2010-02-23	1900-01-01	vagrant		https://pishoyg.github.io/crum/3123.html	(sA) <i>plural: </i>ⲧⲟⲩⲣⲉ	(sA) <i>plural: </i>ⲧⲟⲩⲣⲉ	ⲧⲟⲩⲣⲉ	"<span class=""word sA"">(<span class=""dialect sA"">sA</span>) <span class=""spelling sA"">ⲧⲟⲩⲣⲉ</span> (ⲛ)</span>"			complete	noun		<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=424b					ⲧⲟⲩⲣⲉ (ⲛ)						3124	3122	424		
3124	(S) troprep	3	(meaning unknown)	(meaning unknown)		431b	6	0	2010-02-23	1900-01-01	vagrant		https://pishoyg.github.io/crum/3124.html	(S) ⲧⲣⲟⲡⲣⲉⲡ	(S) ⲧⲣⲟⲡⲣⲉⲡ	ⲧⲣⲟⲡⲣⲉⲡ	"<span class=""word S"">(<span class=""dialect S"">S</span>) <span class=""spelling S"">ⲧⲣⲟⲡⲣⲉⲡ</span> (noun)</span>"			complete	noun		<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=431b	ⲧⲣⲟⲡⲣⲉⲡ (noun)										3125	3123	431		
3125	(S) traHreH	2	(meaning unknown)	(meaning unknown)		433a	6	0	2010-02-24	1900-01-01	vagrant		https://pishoyg.github.io/crum/3125.html	(S) ⲧⲣⲁϩⲣⲉϩ	(S) ⲧⲣⲁϩⲣⲉϩ	ⲧⲣⲁϩⲣⲉϩ	"<span class=""word S"">(<span class=""dialect S"">S</span>) <span class=""spelling S"">ⲧⲣⲁϩⲣⲉϩ</span></span>"			complete	verb		<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=433a	ⲧⲣⲁϩⲣⲉϩ										3126	3124	433		
3126	(S) tasr	3	(meaning unknown)	(meaning unknown)		436a	6	0	2010-02-24	1900-01-01	vagrant		https://pishoyg.github.io/crum/3126.html	(S) ⲧⲁⲥⲣ	(S) ⲧⲁⲥⲣ	ⲧⲁⲥⲣ	"<span class=""word S"">(<span class=""dialect S"">S</span>) <span class=""spelling S"">ⲧⲁⲥⲣ</span> (noun)</span>"			complete	noun		<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=436a	ⲧⲁⲥⲣ (noun)										3127	3125	436		
3127	(S) tsoutsou	3	(meaning unknown)	(meaning unknown)		437b	6	0	2010-02-24	1900-01-01	vagrant		https://pishoyg.github.io/crum/3127.html	(S) ⲧⲥⲟⲩⲧⲥⲟⲩ	(S) ⲧⲥⲟⲩⲧⲥⲟⲩ	ⲧⲥⲟⲩⲧⲥⲟⲩ	"<span class=""word S"">(<span class=""dialect S"">S</span>) <span class=""spelling S"">ⲧⲥⲟⲩⲧⲥⲟⲩ</span> (noun)</span>"			complete	noun		<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=437b	ⲧⲥⲟⲩⲧⲥⲟⲩ (noun)										3128	3126	437		
3128	(S) taue	3	(nn or name ?)	(nn or name ?)		441b	6	0	2010-02-26	1900-01-01	vagrant		https://pishoyg.github.io/crum/3128.html	(S) ⲧⲁⲩⲉ	(S) ⲧⲁⲩⲉ	ⲧⲁⲩⲉ	"<span class=""word S"">(<span class=""dialect S"">S</span>) <span class=""spelling S"">ⲧⲁⲩⲉ</span> (noun)</span>"			complete	noun		<i>nn or name ?</i>	<i>nn or name ?</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=441b	ⲧⲁⲩⲉ (noun)										3129	3127	441		
